iShares Core S&P 500 ETF
Fund Holdings as of,"Apr 22, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"1,097,950,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"BIIB","BIOGEN INC","Health Care","Equity","357,305,560.41","0.05","357,305,560.41","1,879,863.00","190.07","United States","NASDAQ","USD","1.00","USD","-"
"DOW","DOW INC","Materials","Equity","356,591,674.59","0.05","356,591,674.59","9,188,139.00","38.81","United States","NYSE","USD","1.00","USD","-"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","354,632,387.76","0.05","354,632,387.76","5,442,486.00","65.16","United States","NYSE","USD","1.00","USD","-"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Equity","354,651,575.40","0.05","354,651,575.40","1,217,061.00","291.40","United States","NASDAQ","USD","1.00","USD","-"
"CNP","CENTERPOINT ENERGY INC","Utilities","Equity","352,159,591.68","0.04","352,159,591.68","8,360,864.00","42.12","United States","NYSE","USD","1.00","USD","-"
"SYF","SYNCHRONY FINANCIAL","Financials","Equity","350,297,663.04","0.04","350,297,663.04","4,451,616.00","78.69","United States","NYSE","USD","1.00","USD","-"
"DG","DOLLAR GENERAL CORP","Consumer Staples","Equity","347,225,648.00","0.04","347,225,648.00","2,818,390.00","123.20","United States","NYSE","USD","1.00","USD","-"
"RJF","RAYMOND JAMES INC","Financials","Equity","347,044,039.48","0.04","347,044,039.48","2,245,949.00","154.52","United States","NYSE","USD","1.00","USD","-"
"WDAY","WORKDAY INC CLASS A","Information Technology","Equity","345,289,093.20","0.04","345,289,093.20","2,727,402.00","126.60","United States","NASDAQ","USD","1.00","USD","-"
"EIX","EDISON INTERNATIONAL","Utilities","Equity","341,840,463.50","0.04","341,840,463.50","4,927,075.00","69.38","United States","NYSE","USD","1.00","USD","-"
"MTD","METTLER TOLEDO INC","Health Care","Equity","341,209,041.57","0.04","341,209,041.57","260,451.00","1,310.07","United States","NYSE","USD","1.00","USD","-"
"HUM","HUMANA INC","Health Care","Equity","335,306,890.00","0.04","335,306,890.00","1,542,350.00","217.40","United States","NYSE","USD","1.00","USD","-"
"CINF","CINCINNATI FINANCIAL CORP","Financials","Equity","332,203,802.06","0.04","332,203,802.06","1,997,978.00","166.27","United States","NASDAQ","USD","1.00","USD","-"
"AWK","AMERICAN WATER WORKS INC","Utilities","Equity","327,775,563.99","0.04","327,775,563.99","2,499,623.00","131.13","United States","NYSE","USD","1.00","USD","-"
"TPL","TEXAS PACIFIC LAND CORP","Energy","Equity","326,034,724.50","0.04","326,034,724.50","741,831.00","439.50","United States","NYSE","USD","1.00","USD","-"
"FE","FIRSTENERGY CORP","Utilities","Equity","322,425,146.50","0.04","322,425,146.50","6,657,550.00","48.43","United States","NYSE","USD","1.00","USD","-"
"ES","EVERSOURCE ENERGY","Utilities","Equity","322,165,997.10","0.04","322,165,997.10","4,804,862.00","67.05","United States","NYSE","USD","1.00","USD","-"
"PPG","PPG INDUSTRIES INC","Materials","Equity","320,917,246.00","0.04","320,917,246.00","2,873,800.00","111.67","United States","NYSE","USD","1.00","USD","-"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","320,439,601.86","0.04","320,439,601.86","568,246.00","563.91","United States","NASDAQ","USD","1.00","USD","-"
"CTRA","COTERRA ENERGY INC","Energy","Equity","319,902,403.67","0.04","319,902,403.67","9,714,619.00","32.93","United States","NYSE","USD","1.00","USD","-"
"ARES","ARES MANAGEMENT CORP CLASS A","Financials","Equity","319,804,294.95","0.04","319,804,294.95","2,641,919.00","121.05","United States","NYSE","USD","1.00","USD","-"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","319,223,838.30","0.04","319,223,838.30","1,784,470.00","178.89","United States","NASDAQ","USD","1.00","USD","-"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Financials","Equity","317,253,160.64","0.04","317,253,160.64","6,631,546.00","47.84","United States","NYSE","USD","1.00","USD","-"
"OMC","OMNICOM GROUP INC","Communication","Equity","314,645,513.96","0.04","314,645,513.96","4,028,236.00","78.11","United States","NYSE","USD","1.00","USD","-"
"PHM","PULTEGROUP INC","Consumer Discretionary","Equity","313,859,849.28","0.04","313,859,849.28","2,460,488.00","127.56","United States","NYSE","USD","1.00","USD","-"
"RF","REGIONS FINANCIAL CORP","Financials","Equity","313,562,161.64","0.04","313,562,161.64","11,115,284.00","28.21","United States","NYSE","USD","1.00","USD","-"
"LYV","LIVE NATION ENTERTAINMENT INC","Communication","Equity","312,658,612.77","0.04","312,658,612.77","2,021,979.00","154.63","United States","NYSE","USD","1.00","USD","-"
"DXCM","DEXCOM INC","Health Care","Equity","312,485,811.61","0.04","312,485,811.61","4,928,021.00","63.41","United States","NASDAQ","USD","1.00","USD","-"
"AVB","AVALONBAY COMMUNITIES REIT INC","Real Estate","Equity","310,895,615.03","0.04","310,895,615.03","1,814,813.00","171.31","United States","NYSE","USD","1.00","USD","-"
"WSM","WILLIAMS SONOMA INC","Consumer Discretionary","Equity","301,700,602.96","0.04","301,700,602.96","1,529,224.00","197.29","United States","NYSE","USD","1.00","USD","-"
"CPAY","CORPAY INC","Financials","Equity","296,343,907.70","0.04","296,343,907.70","896,111.00","330.70","United States","NYSE","USD","1.00","USD","-"
"FICO","FAIR ISAAC CORP","Information Technology","Equity","294,907,425.75","0.04","294,907,425.75","303,975.00","970.17","United States","NYSE","USD","1.00","USD","-"
"DRI","DARDEN RESTAURANTS INC","Consumer Discretionary","Equity","294,459,342.51","0.04","294,459,342.51","1,474,287.00","199.73","United States","NYSE","USD","1.00","USD","-"
"CMS","CMS ENERGY CORP","Utilities","Equity","294,247,613.04","0.04","294,247,613.04","3,924,348.00","74.98","United States","NYSE","USD","1.00","USD","-"
"EXE","EXPAND ENERGY CORP","Energy","Equity","293,907,828.72","0.04","293,907,828.72","3,050,102.00","96.36","United States","NASDAQ","USD","1.00","USD","-"
"ALB","ALBEMARLE CORP","Materials","Equity","293,314,345.74","0.04","293,314,345.74","1,510,217.00","194.22","United States","NYSE","USD","1.00","USD","-"
"LH","LABCORP HOLDINGS INC","Health Care","Equity","289,305,707.10","0.04","289,305,707.10","1,061,205.00","272.62","United States","NYSE","USD","1.00","USD","-"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Real Estate","Equity","289,034,454.06","0.04","289,034,454.06","1,364,271.00","211.86","United States","NASDAQ","USD","1.00","USD","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","287,328,696.00","0.04","287,328,696.00","1,408,474.00","204.00","United States","NYSE","USD","1.00","USD","-"
"NI","NISOURCE INC","Utilities","Equity","286,801,410.75","0.04","286,801,410.75","6,121,695.00","46.85","United States","NYSE","USD","1.00","USD","-"
"VRSN","VERISIGN INC","Information Technology","Equity","285,134,487.77","0.04","285,134,487.77","1,056,719.00","269.83","United States","NASDAQ","USD","1.00","USD","-"
"VLTO","VERALTO CORP","Industrials","Equity","283,010,833.00","0.04","283,010,833.00","3,179,897.00","89.00","United States","NYSE","USD","1.00","USD","-"
"STZ","CONSTELLATION BRANDS INC CLASS A","Consumer Staples","Equity","282,163,897.36","0.04","282,163,897.36","1,798,597.00","156.88","United States","NYSE","USD","1.00","USD","-"
"CHD","CHURCH AND DWIGHT INC","Consumer Staples","Equity","281,583,430.20","0.04","281,583,430.20","3,031,038.00","92.90","United States","NYSE","USD","1.00","USD","-"
"NTAP","NETAPP INC","Information Technology","Equity","281,518,520.92","0.04","281,518,520.92","2,535,746.00","111.02","United States","NASDAQ","USD","1.00","USD","-"
"STE","STERIS","Health Care","Equity","280,713,970.50","0.04","280,713,970.50","1,255,710.00","223.55","United States","NYSE","USD","1.00","USD","-"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrials","Equity","276,331,548.85","0.04","276,331,548.85","1,515,391.00","182.35","United States","NASDAQ","USD","1.00","USD","-"
"TROW","T ROWE PRICE GROUP INC","Financials","Equity","276,137,543.36","0.04","276,137,543.36","2,754,764.00","100.24","United States","NASDAQ","USD","1.00","USD","-"
"EFX","EQUIFAX INC","Industrials","Equity","275,418,504.14","0.04","275,418,504.14","1,541,579.00","178.66","United States","NYSE","USD","1.00","USD","-"
"EQR","EQUITY RESIDENTIAL REIT","Real Estate","Equity","271,611,297.60","0.03","271,611,297.60","4,402,128.00","61.70","United States","NYSE","USD","1.00","USD","-"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","267,335,282.91","0.03","267,335,282.91","1,102,459.00","242.49","United States","NASDAQ","USD","1.00","USD","-"
"SW","SMURFIT WESTROCK PLC","Materials","Equity","265,534,752.42","0.03","265,534,752.42","6,690,218.00","39.69","United States","NYSE","USD","1.00","USD","-"
"KEY","KEYCORP","Financials","Equity","264,460,318.28","0.03","264,460,318.28","11,999,107.00","22.04","United States","NYSE","USD","1.00","USD","-"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","263,623,073.76","0.03","263,623,073.76","6,766,506.00","38.96","United States","NASDAQ","USD","1.00","USD","-"
"LEN","LENNAR A CORP CLASS A","Consumer Discretionary","Equity","260,995,951.80","0.03","260,995,951.80","2,763,324.00","94.45","United States","NYSE","USD","1.00","USD","-"
"FSLR","FIRST SOLAR INC","Information Technology","Equity","259,413,220.86","0.03","259,413,220.86","1,374,666.00","188.71","United States","NASDAQ","USD","1.00","USD","-"
"WRB","WR BERKLEY CORP","Financials","Equity","257,569,065.00","0.03","257,569,065.00","3,815,838.00","67.50","United States","NYSE","USD","1.00","USD","-"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","254,734,024.56","0.03","254,734,024.56","1,716,074.00","148.44","United States","NYSE","USD","1.00","USD","-"
"BRO","BROWN & BROWN INC","Financials","Equity","254,508,050.16","0.03","254,508,050.16","3,749,382.00","67.88","United States","NYSE","USD","1.00","USD","-"
"SNA","SNAP ON INC","Industrials","Equity","254,080,803.36","0.03","254,080,803.36","664,472.00","382.38","United States","NYSE","USD","1.00","USD","-"
"WST","WEST PHARMACEUTICAL SERVICES INC","Health Care","Equity","252,826,555.86","0.03","252,826,555.86","921,346.00","274.41","United States","NYSE","USD","1.00","USD","-"
"MRNA","MODERNA INC","Health Care","Equity","247,615,878.80","0.03","247,615,878.80","4,453,523.00","55.60","United States","NASDAQ","USD","1.00","USD","-"
"LUV","SOUTHWEST AIRLINES","Industrials","Equity","247,556,831.20","0.03","247,556,831.20","6,291,152.00","39.35","United States","NYSE","USD","1.00","USD","-"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","246,790,774.58","0.03","246,790,774.58","2,533,006.00","97.43","United States","NASDAQ","USD","1.00","USD","-"
"LDOS","LEIDOS HOLDINGS INC","Industrials","Equity","246,834,194.39","0.03","246,834,194.39","1,637,809.00","150.71","United States","NYSE","USD","1.00","USD","-"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","244,607,114.70","0.03","244,607,114.70","1,997,445.00","122.46","United States","NYSE","USD","1.00","USD","-"
"FTV","FORTIVE CORP","Industrials","Equity","244,270,008.68","0.03","244,270,008.68","4,013,638.00","60.86","United States","NYSE","USD","1.00","USD","-"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","242,680,338.86","0.03","242,680,338.86","3,165,671.00","76.66","United States","NYSE","USD","1.00","USD","-"
"DLTR","DOLLAR TREE INC","Consumer Staples","Equity","241,507,073.61","0.03","241,507,073.61","2,368,413.00","101.97","United States","NASDAQ","USD","1.00","USD","-"
"DD","DUPONT DE NEMOURS INC","Materials","Equity","240,959,845.28","0.03","240,959,845.28","5,240,536.00","45.98","United States","NYSE","USD","1.00","USD","-"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","240,445,950.48","0.03","240,445,950.48","6,832,792.00","35.19","United States","NYSE","USD","1.00","USD","-"
"HPQ","HP INC","Information Technology","Equity","240,276,533.28","0.03","240,276,533.28","11,755,212.00","20.44","United States","NYSE","USD","1.00","USD","-"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","240,152,944.64","0.03","240,152,944.64","1,494,976.00","160.64","United States","NYSE","USD","1.00","USD","-"
"AMCR","AMCOR PLC","Materials","Equity","239,744,988.53","0.03","239,744,988.53","5,953,439.00","40.27","United States","NYSE","USD","1.00","USD","-"
"L","LOEWS CORP","Financials","Equity","239,476,475.50","0.03","239,476,475.50","2,164,270.00","110.65","United States","NYSE","USD","1.00","USD","-"
"NVR","NVR INC","Consumer Discretionary","Equity","239,395,814.01","0.03","239,395,814.01","36,213.00","6,610.77","United States","NYSE","USD","1.00","USD","-"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","238,915,559.30","0.03","238,915,559.30","10,914,370.00","21.89","United States","NASDAQ","USD","1.00","USD","-"
"CDW","CDW CORP","Information Technology","Equity","237,495,482.28","0.03","237,495,482.28","1,667,337.00","142.44","United States","NASDAQ","USD","1.00","USD","-"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materials","Equity","237,405,744.00","0.03","237,405,744.00","3,297,302.00","72.00","United States","NYSE","USD","1.00","USD","-"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrials","Equity","236,525,049.25","0.03","236,525,049.25","957,475.00","247.03","United States","NASDAQ","USD","1.00","USD","-"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Health Care","Equity","236,172,177.76","0.03","236,172,177.76","2,538,394.00","93.04","United States","NYSE","USD","1.00","USD","-"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","234,863,520.64","0.03","234,863,520.64","1,144,336.00","205.24","United States","NYSE","USD","1.00","USD","-"
"EVRG","EVERGY INC","Utilities","Equity","234,762,553.08","0.03","234,762,553.08","2,947,797.00","79.64","United States","NASDAQ","USD","1.00","USD","-"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","233,594,217.44","0.03","233,594,217.44","3,291,914.00","70.96","United States","NASDAQ","USD","1.00","USD","-"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materials","Equity","233,375,682.10","0.03","233,375,682.10","3,279,130.00","71.17","United States","NYSE","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","233,196,344.85","0.03","233,196,344.85","5,990,145.00","38.93","United States","NYSE","USD","1.00","USD","-"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","233,127,359.90","0.03","233,127,359.90","3,611,578.00","64.55","United States","NYSE","USD","1.00","USD","-"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","228,548,158.01","0.03","228,548,158.01","9,226,813.00","24.77","United States","NYSE","USD","1.00","USD","-"
"IP","INTERNATIONAL PAPER","Materials","Equity","225,379,759.77","0.03","225,379,759.77","6,762,069.00","33.33","United States","NYSE","USD","1.00","USD","-"
"FFIV","F5 INC","Information Technology","Equity","225,238,929.96","0.03","225,238,929.96","723,822.00","311.18","United States","NASDAQ","USD","1.00","USD","-"
"LULU","LULULEMON ATHLETICA INC","Consumer Discretionary","Equity","223,389,403.30","0.03","223,389,403.30","1,366,714.00","163.45","United States","NASDAQ","USD","1.00","USD","-"
"LVS","LAS VEGAS SANDS CORP","Consumer Discretionary","Equity","220,090,454.40","0.03","220,090,454.40","3,871,424.00","56.85","United States","NYSE","USD","1.00","USD","-"
"GPN","GLOBAL PAYMENTS INC","Financials","Equity","218,279,282.04","0.03","218,279,282.04","3,047,742.00","71.62","United States","NYSE","USD","1.00","USD","-"
"BG","BUNGE GLOBAL SA","Consumer Staples","Equity","218,008,334.53","0.03","218,008,334.53","1,733,389.00","125.77","United States","NYSE","USD","1.00","USD","-"
"BALL","BALL CORP","Materials","Equity","215,050,914.27","0.03","215,050,914.27","3,431,481.00","62.67","United States","NYSE","USD","1.00","USD","-"
"VTRS","VIATRIS INC","Health Care","Equity","214,167,255.72","0.03","214,167,255.72","14,749,811.00","14.52","United States","NASDAQ","USD","1.00","USD","-"
"PTC","PTC INC","Information Technology","Equity","214,188,352.80","0.03","214,188,352.80","1,523,388.00","140.60","United States","NASDAQ","USD","1.00","USD","-"
"SATS","ECHOSTAR CORP CLASS A","Communication","Equity","210,858,705.40","0.03","210,858,705.40","1,723,265.00","122.36","United States","NASDAQ","USD","1.00","USD","-"
"TRMB","TRIMBLE INC","Information Technology","Equity","210,522,964.47","0.03","210,522,964.47","3,047,083.00","69.09","United States","NASDAQ","USD","1.00","USD","-"
"CSGP","COSTAR GROUP INC","Real Estate","Equity","210,414,133.57","0.03","210,414,133.57","5,427,241.00","38.77","United States","NASDAQ","USD","1.00","USD","-"
"ESS","ESSEX PROPERTY TRUST REIT INC","Real Estate","Equity","208,240,092.13","0.03","208,240,092.13","825,727.00","252.19","United States","NYSE","USD","1.00","USD","-"
"ROL","ROLLINS INC","Industrials","Equity","207,888,632.28","0.03","207,888,632.28","3,757,929.00","55.32","United States","NYSE","USD","1.00","USD","-"
"INCY","INCYTE CORP","Health Care","Equity","207,044,012.14","0.03","207,044,012.14","2,140,211.00","96.74","United States","NASDAQ","USD","1.00","USD","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","203,461,613.96","0.03","203,461,613.96","8,632,228.00","23.57","United States","NYSE","USD","1.00","USD","-"
"LII","LENNOX INTERNATIONAL INC","Industrials","Equity","200,395,099.20","0.03","200,395,099.20","409,170.00","489.76","United States","NYSE","USD","1.00","USD","-"
"TXT","TEXTRON INC","Industrials","Equity","199,567,815.30","0.03","199,567,815.30","2,230,805.00","89.46","United States","NYSE","USD","1.00","USD","-"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","199,041,679.82","0.03","199,041,679.82","1,781,293.00","111.74","United States","NYSE","USD","1.00","USD","-"
"DECK","DECKERS OUTDOOR CORP","Consumer Discretionary","Equity","195,785,912.19","0.02","195,785,912.19","1,818,051.00","107.69","United States","NYSE","USD","1.00","USD","-"
"IEX","IDEX CORP","Industrials","Equity","195,264,268.71","0.02","195,264,268.71","958,917.00","203.63","United States","NYSE","USD","1.00","USD","-"
"MAS","MASCO CORP","Industrials","Equity","192,863,569.04","0.02","192,863,569.04","2,607,674.00","73.96","United States","NYSE","USD","1.00","USD","-"
"INVH","INVITATION HOMES INC","Real Estate","Equity","192,692,991.68","0.02","192,692,991.68","7,222,376.00","26.68","United States","NYSE","USD","1.00","USD","-"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","191,763,644.45","0.02","191,763,644.45","1,503,439.00","127.55","United States","NYSE","USD","1.00","USD","-"
"TYL","TYLER TECHNOLOGIES INC","Information Technology","Equity","190,821,781.14","0.02","190,821,781.14","550,903.00","346.38","United States","NYSE","USD","1.00","USD","-"
"NDSN","NORDSON CORP","Industrials","Equity","189,417,637.35","0.02","189,417,637.35","677,823.00","279.45","United States","NASDAQ","USD","1.00","USD","-"
"SMCI","SUPER MICRO COMPUTER INC","Information Technology","Equity","187,700,641.80","0.02","187,700,641.80","6,432,510.00","29.18","United States","NASDAQ","USD","1.00","USD","-"
"PNR","PENTAIR","Industrials","Equity","187,718,899.20","0.02","187,718,899.20","2,095,077.00","89.60","United States","NYSE","USD","1.00","USD","-"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","186,488,679.21","0.02","186,488,679.21","1,496,819.00","124.59","United States","NYSE","USD","1.00","USD","-"
"RL","RALPH LAUREN CORP CLASS A","Consumer Discretionary","Equity","185,973,458.34","0.02","185,973,458.34","495,546.00","375.29","United States","NYSE","USD","1.00","USD","-"
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Industrials","Equity","184,421,404.00","0.02","184,421,404.00","502,675.00","366.88","United States","NYSE","USD","1.00","USD","-"
"EG","EVEREST GROUP LTD","Financials","Equity","179,920,605.00","0.02","179,920,605.00","521,509.00","345.00","United States","NYSE","USD","1.00","USD","-"
"AKAM","AKAMAI TECHNOLOGIES INC","Information Technology","Equity","178,919,154.18","0.02","178,919,154.18","1,842,438.00","97.11","United States","NASDAQ","USD","1.00","USD","-"
"PODD","INSULET CORP","Health Care","Equity","174,418,123.74","0.02","174,418,123.74","900,827.00","193.62","United States","NASDAQ","USD","1.00","USD","-"
"APA","APA CORP","Energy","Equity","173,099,163.60","0.02","173,099,163.60","4,548,060.00","38.06","United States","NASDAQ","USD","1.00","USD","-"
"HST","HOST HOTELS & RESORTS REIT INC","Real Estate","Equity","170,762,584.20","0.02","170,762,584.20","8,190,052.00","20.85","United States","NASDAQ","USD","1.00","USD","-"
"FOXA","FOX CORP CLASS A","Communication","Equity","168,490,445.64","0.02","168,490,445.64","2,570,019.00","65.56","United States","NASDAQ","USD","1.00","USD","-"
"COO","COOPER INC","Health Care","Equity","167,924,698.20","0.02","167,924,698.20","2,509,335.00","66.92","United States","NASDAQ","USD","1.00","USD","-"
"ALGN","ALIGN TECHNOLOGY INC","Health Care","Equity","167,545,506.30","0.02","167,545,506.30","854,606.00","196.05","United States","NASDAQ","USD","1.00","USD","-"
"MKC","MCCORMICK & CO NON-VOTING INC","Consumer Staples","Equity","167,204,103.78","0.02","167,204,103.78","3,248,574.00","51.47","United States","NYSE","USD","1.00","USD","-"
"REG","REGENCY CENTERS REIT CORP","Real Estate","Equity","166,509,485.00","0.02","166,509,485.00","2,107,715.00","79.00","United States","NASDAQ","USD","1.00","USD","-"
"APTV","APTIV PLC","Consumer Discretionary","Equity","165,781,118.50","0.02","165,781,118.50","2,723,975.00","60.86","United States","NYSE","USD","1.00","USD","-"
"AVY","AVERY DENNISON CORP","Materials","Equity","165,332,057.80","0.02","165,332,057.80","989,716.00","167.05","United States","NYSE","USD","1.00","USD","-"
"GNRC","GENERAC HOLDINGS INC","Industrials","Equity","160,486,318.56","0.02","160,486,318.56","751,024.00","213.69","United States","NYSE","USD","1.00","USD","-"
"ALLE","ALLEGION PLC","Industrials","Equity","159,625,322.28","0.02","159,625,322.28","1,101,396.00","144.93","United States","NYSE","USD","1.00","USD","-"
"BBY","BEST BUY INC","Consumer Discretionary","Equity","158,562,684.63","0.02","158,562,684.63","2,495,871.00","63.53","United States","NYSE","USD","1.00","USD","-"
"TKO","TKO GROUP HOLDINGS INC CLASS A","Communication","Equity","158,200,862.30","0.02","158,200,862.30","849,355.00","186.26","United States","NYSE","USD","1.00","USD","-"
"HAS","HASBRO INC","Consumer Discretionary","Equity","154,723,461.36","0.02","154,723,461.36","1,707,576.00","90.61","United States","NASDAQ","USD","1.00","USD","-"
"PNW","PINNACLE WEST CORP","Utilities","Equity","154,523,376.00","0.02","154,523,376.00","1,532,970.00","100.80","United States","NYSE","USD","1.00","USD","-"
"GL","GLOBE LIFE INC","Financials","Equity","154,113,162.50","0.02","154,113,162.50","1,018,930.00","151.25","United States","NYSE","USD","1.00","USD","-"
"GDDY","GODADDY INC CLASS A","Information Technology","Equity","153,005,725.60","0.02","153,005,725.60","1,730,834.00","88.40","United States","NYSE","USD","1.00","USD","-"
"SWK","STANLEY BLACK & DECKER INC","Industrials","Equity","150,117,717.70","0.02","150,117,717.70","1,983,061.00","75.70","United States","NYSE","USD","1.00","USD","-"
"CLX","CLOROX","Consumer Staples","Equity","150,016,291.75","0.02","150,016,291.75","1,548,955.00","96.85","United States","NYSE","USD","1.00","USD","-"
"SGAFT","CASH COLLATERAL USD SGAFT","Cash and/or Derivatives","Cash Collateral and Margins","147,601,000.00","0.02","147,601,000.00","147,601,000.00","100.00","United States","-","USD","1.00","USD","Sep 01, 2016"
"AIZ","ASSURANT INC","Financials","Equity","146,784,390.88","0.02","146,784,390.88","640,784.00","229.07","United States","NYSE","USD","1.00","USD","-"
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","145,801,515.13","0.02","145,801,515.13","398,441.00","365.93","United States","NASDAQ","USD","1.00","USD","-"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","145,665,103.20","0.02","145,665,103.20","630,312.00","231.10","United States","NASDAQ","USD","1.00","USD","-"
"IVZ","INVESCO LTD","Financials","Equity","145,331,552.88","0.02","145,331,552.88","5,685,898.00","25.56","United States","NYSE","USD","1.00","USD","-"
"DOC","HEALTHPEAK PROPERTIES INC","Real Estate","Equity","145,341,392.77","0.02","145,341,392.77","8,900,269.00","16.33","United States","NYSE","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","144,042,784.56","0.02","144,042,784.56","924,062.00","155.88","United States","NASDAQ","USD","1.00","USD","-"
"IT","GARTNER INC","Information Technology","Equity","141,707,118.84","0.02","141,707,118.84","902,076.00","157.09","United States","NYSE","USD","1.00","USD","-"
"GEN","GEN DIGITAL INC","Information Technology","Equity","141,080,044.69","0.02","141,080,044.69","7,057,531.00","19.99","United States","NASDAQ","USD","1.00","USD","-"
"RVTY","REVVITY INC","Health Care","Equity","137,016,935.44","0.02","137,016,935.44","1,453,298.00","94.28","United States","NYSE","USD","1.00","USD","-"
"CPT","CAMDEN PROPERTY TRUST REIT","Real Estate","Equity","134,346,835.00","0.02","134,346,835.00","1,323,875.00","101.48","United States","NYSE","USD","1.00","USD","-"
"TTD","TRADE DESK INC CLASS A","Communication","Equity","132,992,265.48","0.02","132,992,265.48","5,644,833.00","23.56","United States","NASDAQ","USD","1.00","USD","-"
"UDR","UDR REIT INC","Real Estate","Equity","132,867,537.67","0.02","132,867,537.67","3,850,117.00","34.51","United States","NYSE","USD","1.00","USD","-"
"AES","AES CORP","Utilities","Equity","131,856,828.00","0.02","131,856,828.00","9,125,040.00","14.45","United States","NYSE","USD","1.00","USD","-"
"SOLV","SOLVENTUM CORP","Health Care","Equity","130,684,245.60","0.02","130,684,245.60","1,890,960.00","69.11","United States","NYSE","USD","1.00","USD","-"
"SJM","JM SMUCKER","Consumer Staples","Equity","129,706,185.28","0.02","129,706,185.28","1,365,472.00","94.99","United States","NYSE","USD","1.00","USD","-"
"BLDR","BUILDERS FIRSTSOURCE INC","Industrials","Equity","128,288,396.34","0.02","128,288,396.34","1,415,518.00","90.63","United States","NYSE","USD","1.00","USD","-"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Health Care","Equity","127,958,073.12","0.02","127,958,073.12","708,046.00","180.72","United States","NYSE","USD","1.00","USD","-"
"NWSA","NEWS CORP CLASS A","Communication","Equity","126,352,526.95","0.02","126,352,526.95","4,741,183.00","26.65","United States","NASDAQ","USD","1.00","USD","-"
"BAX","BAXTER INTERNATIONAL INC","Health Care","Equity","120,713,417.29","0.02","120,713,417.29","6,592,759.00","18.31","United States","NYSE","USD","1.00","USD","-"
"SWKS","SKYWORKS SOLUTIONS INC","Information Technology","Equity","118,970,873.10","0.02","118,970,873.10","1,926,030.00","61.77","United States","NASDAQ","USD","1.00","USD","-"
"TECH","BIO TECHNE CORP","Health Care","Equity","117,077,695.10","0.01","117,077,695.10","1,998,595.00","58.58","United States","NASDAQ","USD","1.00","USD","-"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Health Care","Equity","116,533,216.80","0.01","116,533,216.80","630,591.00","184.80","United States","NYSE","USD","1.00","USD","-"
"WYNN","WYNN RESORTS LTD","Consumer Discretionary","Equity","115,540,387.68","0.01","115,540,387.68","1,083,462.00","106.64","United States","NASDAQ","USD","1.00","USD","-"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Equity","115,416,272.64","0.01","115,416,272.64","475,512.00","242.72","United States","NYSE","USD","1.00","USD","-"
"NCLH","NORWEGIAN CRUISE LINE HOLDINGS LTD","Consumer Discretionary","Equity","110,933,367.82","0.01","110,933,367.82","5,829,394.00","19.03","United States","NYSE","USD","1.00","USD","-"
