iShares Core S&P 500 ETF
Fund Holdings as of,"Apr 22, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"1,097,950,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","937,599,643.26","0.12","937,599,643.26","4,142,439.00","226.34","United States","NASDAQ","USD","1.00","USD","-"
"MSI","MOTOROLA SOLUTIONS INC","Information Technology","Equity","937,144,662.54","0.12","937,144,662.54","2,121,869.00","441.66","United States","NYSE","USD","1.00","USD","-"
"KKR","KKR AND CO INC","Financials","Equity","931,021,017.92","0.12","931,021,017.92","8,789,851.00","105.92","United States","NYSE","USD","1.00","USD","-"
"ELV","ELEVANCE HEALTH INC","Health Care","Equity","927,711,124.80","0.12","927,711,124.80","2,826,664.00","328.20","United States","NYSE","USD","1.00","USD","-"
"CI","CIGNA","Health Care","Equity","926,921,583.50","0.12","926,921,583.50","3,374,305.00","274.70","United States","NYSE","USD","1.00","USD","-"
"EOG","EOG RESOURCES INC","Energy","Equity","924,146,696.49","0.12","924,146,696.49","6,947,949.00","133.01","United States","NYSE","USD","1.00","USD","-"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","920,199,616.94","0.12","920,199,616.94","16,414,549.00","56.06","United States","NASDAQ","USD","1.00","USD","-"
"MCO","MOODYS CORP","Financials","Equity","916,721,156.16","0.12","916,721,156.16","1,964,178.00","466.72","United States","NYSE","USD","1.00","USD","-"
"VLO","VALERO ENERGY CORP","Energy","Equity","915,427,033.92","0.12","915,427,033.92","3,906,072.00","234.36","United States","NYSE","USD","1.00","USD","-"
"GM","GENERAL MOTORS","Consumer Discretionary","Equity","914,497,364.00","0.12","914,497,364.00","11,575,916.00","79.00","United States","NYSE","USD","1.00","USD","-"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","911,563,266.40","0.12","911,563,266.40","6,925,720.00","131.62","United States","NASDAQ","USD","1.00","USD","-"
"CIEN","CIENA CORP","Information Technology","Equity","899,945,784.79","0.11","899,945,784.79","1,803,607.00","498.97","United States","NYSE","USD","1.00","USD","-"
"AON","AON PLC CLASS A","Financials","Equity","897,804,993.02","0.11","897,804,993.02","2,746,757.00","326.86","United States","NYSE","USD","1.00","USD","-"
"ITW","ILLINOIS TOOL INC","Industrials","Equity","897,038,591.67","0.11","897,038,591.67","3,358,563.00","267.09","United States","NYSE","USD","1.00","USD","-"
"HOOD","ROBINHOOD MARKETS INC CLASS A","Financials","Equity","895,001,798.60","0.11","895,001,798.60","10,121,020.00","88.43","United States","NASDAQ","USD","1.00","USD","-"
"ECL","ECOLAB INC","Materials","Equity","877,997,016.47","0.11","877,997,016.47","3,264,779.00","268.93","United States","NYSE","USD","1.00","USD","-"
"DASH","DOORDASH INC CLASS A","Consumer Discretionary","Equity","872,562,032.65","0.11","872,562,032.65","4,787,195.00","182.27","United States","NASDAQ","USD","1.00","USD","-"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","867,391,586.97","0.11","867,391,586.97","31,737,709.00","27.33","United States","NASDAQ","USD","1.00","USD","-"
"TDG","TRANSDIGM GROUP INC","Industrials","Equity","859,072,256.75","0.11","859,072,256.75","723,277.00","1,187.75","United States","NYSE","USD","1.00","USD","-"
"NSC","NORFOLK SOUTHERN CORP","Industrials","Equity","858,654,002.66","0.11","858,654,002.66","2,878,202.00","298.33","United States","NYSE","USD","1.00","USD","-"
"RCL","ROYAL CARIBBEAN GROUP LTD","Consumer Discretionary","Equity","855,938,035.72","0.11","855,938,035.72","3,222,173.00","265.64","United States","NYSE","USD","1.00","USD","-"
"CL","COLGATE-PALMOLIVE","Consumer Staples","Equity","850,040,581.50","0.11","850,040,581.50","10,322,290.00","82.35","United States","NYSE","USD","1.00","USD","-"
"APD","AIR PRODUCTS AND CHEMICALS INC","Materials","Equity","846,207,282.12","0.11","846,207,282.12","2,851,487.00","296.76","United States","NYSE","USD","1.00","USD","-"
"PCAR","PACCAR INC","Industrials","Equity","842,784,991.96","0.11","842,784,991.96","6,727,748.00","125.27","United States","NASDAQ","USD","1.00","USD","-"
"COHR","COHERENT CORP","Information Technology","Equity","841,297,277.01","0.11","841,297,277.01","2,400,483.00","350.47","United States","NYSE","USD","1.00","USD","-"
"SPG","SIMON PROPERTY GROUP REIT INC","Real Estate","Equity","840,013,334.40","0.11","840,013,334.40","4,165,080.00","201.68","United States","NYSE","USD","1.00","USD","-"
"MPC","MARATHON PETROLEUM CORP","Energy","Equity","838,912,728.65","0.11","838,912,728.65","3,777,695.00","222.07","United States","NYSE","USD","1.00","USD","-"
"TRV","TRAVELERS COMPANIES INC","Financials","Equity","835,351,316.64","0.11","835,351,316.64","2,768,998.00","301.68","United States","NYSE","USD","1.00","USD","-"
"TEL","TE CONNECTIVITY PLC","Information Technology","Equity","830,566,641.60","0.11","830,566,641.60","3,757,540.00","221.04","United States","NYSE","USD","1.00","USD","-"
"DLR","DIGITAL REALTY TRUST REIT INC","Real Estate","Equity","830,594,665.12","0.11","830,594,665.12","4,135,192.00","200.86","United States","NYSE","USD","1.00","USD","-"
"PSX","PHILLIPS 66","Energy","Equity","828,920,745.45","0.11","828,920,745.45","5,159,793.00","160.65","United States","NYSE","USD","1.00","USD","-"
"TFC","TRUIST FINANCIAL CORP","Financials","Equity","823,697,033.40","0.10","823,697,033.40","16,166,772.00","50.95","United States","NYSE","USD","1.00","USD","-"
"DELL","DELL TECHNOLOGIES INC CLASS C","Information Technology","Equity","816,824,817.00","0.10","816,824,817.00","3,805,380.00","214.65","United States","NYSE","USD","1.00","USD","-"
"LITE","LUMENTUM HOLDINGS INC","Information Technology","Equity","799,136,956.80","0.10","799,136,956.80","914,763.00","873.60","United States","NASDAQ","USD","1.00","USD","-"
"KMI","KINDER MORGAN INC","Energy","Equity","797,525,719.21","0.10","797,525,719.21","25,071,541.00","31.81","United States","NYSE","USD","1.00","USD","-"
"LHX","L3HARRIS TECHNOLOGIES INC","Industrials","Equity","793,305,182.18","0.10","793,305,182.18","2,391,923.00","331.66","United States","NYSE","USD","1.00","USD","-"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","791,568,654.92","0.10","791,568,654.92","12,656,998.00","62.54","United States","NASDAQ","USD","1.00","USD","-"
"ABNB","AIRBNB INC CLASS A","Consumer Discretionary","Equity","782,062,597.80","0.10","782,062,597.80","5,424,210.00","144.18","United States","NASDAQ","USD","1.00","USD","-"
"FIX","COMFORT SYSTEMS USA INC","Industrials","Equity","778,148,520.66","0.10","778,148,520.66","451,234.00","1,724.49","United States","NYSE","USD","1.00","USD","-"
"TER","TERADYNE INC","Information Technology","Equity","772,332,121.60","0.10","772,332,121.60","2,005,120.00","385.18","United States","NASDAQ","USD","1.00","USD","-"
"SRE","SEMPRA","Utilities","Equity","772,168,299.42","0.10","772,168,299.42","8,358,609.00","92.38","United States","NYSE","USD","1.00","USD","-"
"COR","CENCORA INC","Health Care","Equity","767,858,762.60","0.10","767,858,762.60","2,490,622.00","308.30","United States","NYSE","USD","1.00","USD","-"
"APO","APOLLO GLOBAL MANAGEMENT INC","Financials","Equity","767,456,709.66","0.10","767,456,709.66","5,946,511.00","129.06","United States","NYSE","USD","1.00","USD","-"
"AZO","AUTOZONE INC","Consumer Discretionary","Equity","763,099,044.37","0.10","763,099,044.37","212,563.00","3,589.99","United States","NYSE","USD","1.00","USD","-"
"CTAS","CINTAS CORP","Industrials","Equity","760,215,160.38","0.10","760,215,160.38","4,352,543.00","174.66","United States","NASDAQ","USD","1.00","USD","-"
"TGT","TARGET CORP","Consumer Staples","Equity","757,285,144.80","0.10","757,285,144.80","5,798,508.00","130.60","United States","NYSE","USD","1.00","USD","-"
"CVNA","CARVANA CLASS A","Consumer Discretionary","Equity","754,595,377.47","0.10","754,595,377.47","1,810,493.00","416.79","United States","NYSE","USD","1.00","USD","-"
"O","REALTY INCOME REIT CORP","Real Estate","Equity","746,124,361.14","0.10","746,124,361.14","11,779,671.00","63.34","United States","NYSE","USD","1.00","USD","-"
"KEYS","KEYSIGHT TECHNOLOGIES INC","Information Technology","Equity","744,517,775.64","0.09","744,517,775.64","2,196,412.00","338.97","United States","NYSE","USD","1.00","USD","-"
"AJG","ARTHUR J GALLAGHER","Financials","Equity","728,371,054.27","0.09","728,371,054.27","3,294,157.00","221.11","United States","NYSE","USD","1.00","USD","-"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","727,632,433.50","0.09","727,632,433.50","3,223,178.00","225.75","United States","NASDAQ","USD","1.00","USD","-"
"ALL","ALLSTATE CORP","Financials","Equity","713,146,161.04","0.09","713,146,161.04","3,329,969.00","214.16","United States","NYSE","USD","1.00","USD","-"
"FTNT","FORTINET INC","Information Technology","Equity","704,997,991.59","0.09","704,997,991.59","8,095,051.00","87.09","United States","NASDAQ","USD","1.00","USD","-"
"NKE","NIKE INC CLASS B","Consumer Discretionary","Equity","696,911,621.12","0.09","696,911,621.12","15,256,384.00","45.68","United States","NYSE","USD","1.00","USD","-"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","693,693,957.95","0.09","693,693,957.95","9,133,561.00","75.95","United States","NASDAQ","USD","1.00","USD","-"
"OKE","ONEOK INC","Energy","Equity","693,465,627.92","0.09","693,465,627.92","8,057,932.00","86.06","United States","NYSE","USD","1.00","USD","-"
"AFL","AFLAC INC","Financials","Equity","685,950,255.00","0.09","685,950,255.00","5,977,780.00","114.75","United States","NYSE","USD","1.00","USD","-"
"CTVA","CORTEVA INC","Materials","Equity","683,365,056.60","0.09","683,365,056.60","8,612,036.00","79.35","United States","NYSE","USD","1.00","USD","-"
"AME","AMETEK INC","Industrials","Equity","679,321,410.96","0.09","679,321,410.96","2,947,676.00","230.46","United States","NYSE","USD","1.00","USD","-"
"ADSK","AUTODESK INC","Information Technology","Equity","672,221,126.89","0.09","672,221,126.89","2,715,277.00","247.57","United States","NASDAQ","USD","1.00","USD","-"
"D","DOMINION ENERGY INC","Utilities","Equity","666,496,722.05","0.08","666,496,722.05","10,935,139.00","60.95","United States","NYSE","USD","1.00","USD","-"
"FAST","FASTENAL","Industrials","Equity","658,830,989.27","0.08","658,830,989.27","14,702,767.00","44.81","United States","NASDAQ","USD","1.00","USD","-"
"TRGP","TARGA RESOURCES CORP","Energy","Equity","650,696,200.05","0.08","650,696,200.05","2,748,685.00","236.73","United States","NYSE","USD","1.00","USD","-"
"URI","UNITED RENTALS INC","Industrials","Equity","647,892,472.29","0.08","647,892,472.29","807,051.00","802.79","United States","NYSE","USD","1.00","USD","-"
"GWW","WW GRAINGER INC","Industrials","Equity","647,224,901.88","0.08","647,224,901.88","560,766.00","1,154.18","United States","NYSE","USD","1.00","USD","-"
"ETR","ENTERGY CORP","Utilities","Equity","639,935,697.62","0.08","639,935,697.62","5,792,846.00","110.47","United States","NYSE","USD","1.00","USD","-"
"VST","VISTRA CORP","Utilities","Equity","635,455,569.96","0.08","635,455,569.96","4,078,924.00","155.79","United States","NYSE","USD","1.00","USD","-"
"ZTS","ZOETIS INC CLASS A","Health Care","Equity","635,256,827.92","0.08","635,256,827.92","5,405,521.00","117.52","United States","NYSE","USD","1.00","USD","-"
"F","FORD MOTOR CO","Consumer Discretionary","Equity","634,049,580.21","0.08","634,049,580.21","50,201,867.00","12.63","United States","NYSE","USD","1.00","USD","-"
"NUE","NUCOR CORP","Materials","Equity","627,824,652.00","0.08","627,824,652.00","2,930,200.00","214.26","United States","NYSE","USD","1.00","USD","-"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","616,516,326.25","0.08","616,516,326.25","2,022,625.00","304.81","United States","NYSE","USD","1.00","USD","-"
"EBAY","EBAY INC","Consumer Discretionary","Equity","611,464,183.68","0.08","611,464,183.68","5,788,736.00","105.63","United States","NASDAQ","USD","1.00","USD","-"
"CARR","CARRIER GLOBAL CORP","Industrials","Equity","610,216,268.10","0.08","610,216,268.10","10,061,274.00","60.65","United States","NYSE","USD","1.00","USD","-"
"EW","EDWARDS LIFESCIENCES CORP","Health Care","Equity","605,830,841.16","0.08","605,830,841.16","7,430,772.00","81.53","United States","NYSE","USD","1.00","USD","-"
"CAH","CARDINAL HEALTH INC","Health Care","Equity","604,289,639.10","0.08","604,289,639.10","3,013,162.00","200.55","United States","NYSE","USD","1.00","USD","-"
"PYPL","PAYPAL HOLDINGS INC","Financials","Equity","603,885,951.24","0.08","603,885,951.24","11,790,042.00","51.22","United States","NASDAQ","USD","1.00","USD","-"
"EXC","EXELON CORP","Utilities","Equity","600,694,550.12","0.08","600,694,550.12","13,098,442.00","45.86","United States","NASDAQ","USD","1.00","USD","-"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","591,691,956.15","0.08","591,691,956.15","1,023,069.00","578.35","United States","NASDAQ","USD","1.00","USD","-"
"XEL","XCEL ENERGY INC","Utilities","Equity","591,701,215.30","0.08","591,701,215.30","7,575,230.00","78.11","United States","NASDAQ","USD","1.00","USD","-"
"COIN","COINBASE GLOBAL INC CLASS A","Financials","Equity","589,053,407.20","0.08","589,053,407.20","2,856,155.00","206.24","United States","NASDAQ","USD","1.00","USD","-"
"ROK","ROCKWELL AUTOMATION INC","Industrials","Equity","585,864,588.00","0.07","585,864,588.00","1,439,400.00","407.02","United States","NYSE","USD","1.00","USD","-"
"CMG","CHIPOTLE MEXICAN GRILL INC","Consumer Discretionary","Equity","585,566,511.05","0.07","585,566,511.05","16,678,055.00","35.11","United States","NYSE","USD","1.00","USD","-"
"EA","ELECTRONIC ARTS INC","Communication","Equity","584,786,494.66","0.07","584,786,494.66","2,883,847.00","202.78","United States","NASDAQ","USD","1.00","USD","-"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","582,757,088.00","0.07","582,757,088.00","11,526,050.00","50.56","United States","NASDAQ","USD","1.00","USD","-"
"MSCI","MSCI INC","Financials","Equity","572,212,459.08","0.07","572,212,459.08","941,077.00","608.04","United States","NYSE","USD","1.00","USD","-"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","571,845,634.64","0.07","571,845,634.64","6,933,143.00","82.48","United States","NASDAQ","USD","1.00","USD","-"
"CBRE","CBRE GROUP INC CLASS A","Real Estate","Equity","571,154,886.88","0.07","571,154,886.88","3,720,394.00","153.52","United States","NYSE","USD","1.00","USD","-"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Industrials","Equity","570,926,142.64","0.07","570,926,142.64","2,183,107.00","261.52","United States","NYSE","USD","1.00","USD","-"
"DAL","DELTA AIR LINES INC","Industrials","Equity","569,208,278.22","0.07","569,208,278.22","8,320,542.00","68.41","United States","NYSE","USD","1.00","USD","-"
"BDX","BECTON DICKINSON","Health Care","Equity","567,548,307.15","0.07","567,548,307.15","3,646,311.00","155.65","United States","NYSE","USD","1.00","USD","-"
"YUM","YUM BRANDS INC","Consumer Discretionary","Equity","565,567,574.22","0.07","565,567,574.22","3,555,687.00","159.06","United States","NYSE","USD","1.00","USD","-"
"GRMN","GARMIN LTD","Consumer Discretionary","Equity","558,018,190.30","0.07","558,018,190.30","2,093,170.00","266.59","United States","NYSE","USD","1.00","USD","-"
"DHI","D R HORTON INC","Consumer Discretionary","Equity","556,082,282.60","0.07","556,082,282.60","3,450,070.00","161.18","United States","NYSE","USD","1.00","USD","-"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","555,429,083.32","0.07","555,429,083.32","4,203,338.00","132.14","United States","NASDAQ","USD","1.00","USD","-"
"AMP","AMERIPRISE FINANCE INC","Financials","Equity","547,658,673.87","0.07","547,658,673.87","1,168,937.00","468.51","United States","NYSE","USD","1.00","USD","-"
"STT","STATE STREET CORP","Financials","Equity","544,697,869.20","0.07","544,697,869.20","3,574,133.00","152.40","United States","NYSE","USD","1.00","USD","-"
"MET","METLIFE INC","Financials","Equity","542,562,838.49","0.07","542,562,838.49","7,049,017.00","76.97","United States","NYSE","USD","1.00","USD","-"
"RSG","REPUBLIC SERVICES INC","Industrials","Equity","528,899,917.95","0.07","528,899,917.95","2,576,355.00","205.29","United States","NYSE","USD","1.00","USD","-"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","525,404,656.35","0.07","525,404,656.35","9,209,547.00","57.05","United States","NYSE","USD","1.00","USD","-"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Financials","Equity","522,420,073.08","0.07","522,420,073.08","6,871,236.00","76.03","United States","NYSE","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","518,273,759.92","0.07","518,273,759.92","2,356,004.00","219.98","United States","NASDAQ","USD","1.00","USD","-"
"XYZ","BLOCK INC CLASS A","Financials","Equity","508,436,192.50","0.06","508,436,192.50","7,012,913.00","72.50","United States","NYSE","USD","1.00","USD","-"
"KR","KROGER","Consumer Staples","Equity","507,477,710.31","0.06","507,477,710.31","7,455,233.00","68.07","United States","NYSE","USD","1.00","USD","-"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Utilities","Equity","501,836,077.02","0.06","501,836,077.02","6,392,002.00","78.51","United States","NYSE","USD","1.00","USD","-"
"ED","CONSOLIDATED EDISON INC","Utilities","Equity","499,726,687.68","0.06","499,726,687.68","4,621,536.00","108.13","United States","NYSE","USD","1.00","USD","-"
"ROP","ROPER TECHNOLOGIES INC","Information Technology","Equity","497,825,083.22","0.06","497,825,083.22","1,364,914.00","364.73","United States","NASDAQ","USD","1.00","USD","-"
"NDAQ","NASDAQ INC","Financials","Equity","496,703,764.71","0.06","496,703,764.71","5,750,883.00","86.37","United States","NASDAQ","USD","1.00","USD","-"
"HIG","HARTFORD INSURANCE GROUP INC","Financials","Equity","493,325,467.25","0.06","493,325,467.25","3,571,975.00","138.11","United States","NYSE","USD","1.00","USD","-"
"EME","EMCOR GROUP INC","Industrials","Equity","492,903,840.00","0.06","492,903,840.00","573,144.00","860.00","United States","NYSE","USD","1.00","USD","-"
"VMC","VULCAN MATERIALS","Materials","Equity","490,863,218.90","0.06","490,863,218.90","1,691,990.00","290.11","United States","NYSE","USD","1.00","USD","-"
"VTR","VENTAS REIT INC","Real Estate","Equity","487,197,356.40","0.06","487,197,356.40","6,082,364.00","80.10","United States","NYSE","USD","1.00","USD","-"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","485,942,294.88","0.06","485,942,294.88","2,227,152.00","218.19","United States","NASDAQ","USD","1.00","USD","-"
"HPE","HEWLETT PACKARD ENTERPRISE","Information Technology","Equity","485,144,834.05","0.06","485,144,834.05","17,016,655.00","28.51","United States","NYSE","USD","1.00","USD","-"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","481,867,180.79","0.06","481,867,180.79","2,485,517.00","193.87","United States","NASDAQ","USD","1.00","USD","-"
"CCI","CROWN CASTLE INC","Real Estate","Equity","479,655,665.43","0.06","479,655,665.43","5,576,743.00","86.01","United States","NYSE","USD","1.00","USD","-"
"PCG","PG&E CORP","Utilities","Equity","475,124,263.36","0.06","475,124,263.36","28,147,172.00","16.88","United States","NYSE","USD","1.00","USD","-"
"WEC","WEC ENERGY GROUP INC","Utilities","Equity","472,574,982.94","0.06","472,574,982.94","4,168,063.00","113.38","United States","NYSE","USD","1.00","USD","-"
"MLM","MARTIN MARIETTA MATERIALS INC","Materials","Equity","471,467,205.68","0.06","471,467,205.68","772,087.00","610.64","United States","NYSE","USD","1.00","USD","-"
"EQT","EQT CORP","Energy","Equity","469,281,549.44","0.06","469,281,549.44","7,991,852.00","58.72","United States","NYSE","USD","1.00","USD","-"
"SYY","SYSCO CORP","Consumer Staples","Equity","463,209,402.11","0.06","463,209,402.11","6,132,787.00","75.53","United States","NYSE","USD","1.00","USD","-"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","461,730,313.50","0.06","461,730,313.50","17,397,525.00","26.54","United States","NASDAQ","USD","1.00","USD","-"
"JBL","JABIL INC","Information Technology","Equity","455,057,699.20","0.06","455,057,699.20","1,352,728.00","336.40","United States","NYSE","USD","1.00","USD","-"
"ON","ON SEMICONDUCTOR CORP","Information Technology","Equity","449,047,366.57","0.06","449,047,366.57","5,046,043.00","88.99","United States","NASDAQ","USD","1.00","USD","-"
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Financials","Equity","445,508,508.44","0.06","445,508,508.44","5,703,604.00","78.11","United States","NASDAQ","USD","1.00","USD","-"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","444,046,021.37","0.06","444,046,021.37","3,787,819.00","117.23","United States","NYSE","USD","1.00","USD","-"
"ACGL","ARCH CAPITAL GROUP LTD","Financials","Equity","442,934,482.76","0.06","442,934,482.76","4,577,188.00","96.77","United States","NASDAQ","USD","1.00","USD","-"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Equity","437,212,637.94","0.06","437,212,637.94","25,993,617.00","16.82","United States","NASDAQ","USD","1.00","USD","-"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","436,352,218.54","0.06","436,352,218.54","3,622,082.00","120.47","United States","NYSE","USD","1.00","USD","-"
"FISV","FISERV INC","Financials","Equity","435,739,244.94","0.06","435,739,244.94","6,888,069.00","63.26","United States","NASDAQ","USD","1.00","USD","-"
"ADM","ARCHER DANIELS MIDLAND","Consumer Staples","Equity","427,260,208.61","0.05","427,260,208.61","6,153,827.00","69.43","United States","NYSE","USD","1.00","USD","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","425,526,618.53","0.05","425,526,618.53","425,526,619.00","100.00","United States","-","USD","1.00","USD","-"
"KVUE","KENVUE INC","Consumer Staples","Equity","424,714,836.48","0.05","424,714,836.48","24,535,808.00","17.31","United States","NYSE","USD","1.00","USD","-"
"MTB","M&T BANK CORP","Financials","Equity","423,167,775.61","0.05","423,167,775.61","1,944,973.00","217.57","United States","NYSE","USD","1.00","USD","-"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","422,662,792.30","0.05","422,662,792.30","4,456,118.00","94.85","United States","NYSE","USD","1.00","USD","-"
"WAT","WATERS CORP","Health Care","Equity","419,892,334.92","0.05","419,892,334.92","1,255,734.00","334.38","United States","NYSE","USD","1.00","USD","-"
"HAL","HALLIBURTON","Energy","Equity","419,456,236.18","0.05","419,456,236.18","10,725,038.00","39.11","United States","NYSE","USD","1.00","USD","-"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Health Care","Equity","416,612,153.82","0.05","416,612,153.82","5,836,539.00","71.38","United States","NASDAQ","USD","1.00","USD","-"
"RMD","RESMED INC","Health Care","Equity","414,235,159.52","0.05","414,235,159.52","1,865,588.00","222.04","United States","NYSE","USD","1.00","USD","-"
"KMB","KIMBERLY CLARK CORP","Consumer Staples","Equity","411,290,151.75","0.05","411,290,151.75","4,251,061.00","96.75","United States","NASDAQ","USD","1.00","USD","-"
"AXON","AXON ENTERPRISE INC","Industrials","Equity","407,379,446.65","0.05","407,379,446.65","1,010,491.00","403.15","United States","NASDAQ","USD","1.00","USD","-"
"NRG","NRG ENERGY INC","Utilities","Equity","406,887,465.60","0.05","406,887,465.60","2,719,836.00","149.60","United States","NYSE","USD","1.00","USD","-"
"NTRS","NORTHERN TRUST CORP","Financials","Equity","400,545,091.96","0.05","400,545,091.96","2,386,612.00","167.83","United States","NASDAQ","USD","1.00","USD","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","399,838,058.94","0.05","399,838,058.94","1,757,839.00","227.46","United States","NASDAQ","USD","1.00","USD","-"
"CBOE","CBOE GLOBAL MARKETS INC","Financials","Equity","398,595,492.90","0.05","398,595,492.90","1,340,042.00","297.45","United States","Cboe BZX","USD","1.00","USD","-"
"CCL","CARNIVAL CORP","Consumer Discretionary","Equity","396,795,192.06","0.05","396,795,192.06","14,728,849.00","26.94","United States","NYSE","USD","1.00","USD","-"
"EXPE","EXPEDIA GROUP INC","Consumer Discretionary","Equity","396,404,668.80","0.05","396,404,668.80","1,498,128.00","264.60","United States","NASDAQ","USD","1.00","USD","-"
"TDY","TELEDYNE TECHNOLOGIES INC","Information Technology","Equity","394,542,635.45","0.05","394,542,635.45","600,805.00","656.69","United States","NYSE","USD","1.00","USD","-"
"OTIS","OTIS WORLDWIDE CORP","Industrials","Equity","387,708,290.64","0.05","387,708,290.64","4,978,278.00","77.88","United States","NYSE","USD","1.00","USD","-"
"AEE","AMEREN CORP","Utilities","Equity","386,636,081.48","0.05","386,636,081.48","3,539,327.00","109.24","United States","NYSE","USD","1.00","USD","-"
"PAYX","PAYCHEX INC","Industrials","Equity","386,494,497.04","0.05","386,494,497.04","4,136,728.00","93.43","United States","NASDAQ","USD","1.00","USD","-"
"ATO","ATMOS ENERGY CORP","Utilities","Equity","386,519,842.17","0.05","386,519,842.17","2,118,033.00","182.49","United States","NYSE","USD","1.00","USD","-"
"VICI","VICI PPTYS INC","Real Estate","Equity","385,965,560.40","0.05","385,965,560.40","13,686,722.00","28.20","United States","NYSE","USD","1.00","USD","-"
"EXR","EXTRA SPACE STORAGE REIT INC","Real Estate","Equity","384,066,346.36","0.05","384,066,346.36","2,718,284.00","141.29","United States","NYSE","USD","1.00","USD","-"
"CPRT","COPART INC","Industrials","Equity","384,093,557.04","0.05","384,093,557.04","11,404,203.00","33.68","United States","NASDAQ","USD","1.00","USD","-"
"DTE","DTE ENERGY","Utilities","Equity","381,814,508.67","0.05","381,814,508.67","2,659,431.00","143.57","United States","NYSE","USD","1.00","USD","-"
"IR","INGERSOLL RAND INC","Industrials","Equity","381,537,661.50","0.05","381,537,661.50","4,558,395.00","83.70","United States","NYSE","USD","1.00","USD","-"
"IQV","IQVIA HOLDINGS INC","Health Care","Equity","380,554,017.48","0.05","380,554,017.48","2,171,988.00","175.21","United States","NYSE","USD","1.00","USD","-"
"UAL","UNITED AIRLINES HOLDINGS INC","Industrials","Equity","379,886,389.47","0.05","379,886,389.47","4,142,257.00","91.71","United States","NASDAQ","USD","1.00","USD","-"
"TPR","TAPESTRY INC","Consumer Discretionary","Equity","378,967,358.16","0.05","378,967,358.16","2,592,648.00","146.17","United States","NYSE","USD","1.00","USD","-"
"XYL","XYLEM INC","Industrials","Equity","378,887,546.78","0.05","378,887,546.78","3,119,443.00","121.46","United States","NYSE","USD","1.00","USD","-"
"HUBB","HUBBELL INC","Industrials","Equity","374,261,004.00","0.05","374,261,004.00","680,784.00","549.75","United States","NYSE","USD","1.00","USD","-"
"DVN","DEVON ENERGY CORP","Energy","Equity","374,290,981.84","0.05","374,290,981.84","7,943,357.00","47.12","United States","NYSE","USD","1.00","USD","-"
"Q","QNITY ELECTRONICS INC","Information Technology","Equity","373,493,704.25","0.05","373,493,704.25","2,682,181.00","139.25","United States","NYSE","USD","1.00","USD","-"
"DOV","DOVER CORP","Industrials","Equity","373,433,675.00","0.05","373,433,675.00","1,727,500.00","216.17","United States","NYSE","USD","1.00","USD","-"
"CASY","CASEYS GENERAL STORES INC","Consumer Staples","Equity","371,463,393.15","0.05","371,463,393.15","474,465.00","782.91","United States","NASDAQ","USD","1.00","USD","-"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","360,181,492.14","0.05","360,181,492.14","6,124,494.00","58.81","United States","NASDAQ","USD","1.00","USD","-"
"HSY","HERSHEY FOODS","Consumer Staples","Equity","357,868,106.75","0.05","357,868,106.75","1,896,995.00","188.65","United States","NYSE","USD","1.00","USD","-"
"PPL","PPL CORP","Utilities","Equity","357,873,052.34","0.05","357,873,052.34","9,472,553.00","37.78","United States","NYSE","USD","1.00","USD","-"
